"","ID_IBGE","ID","Data.da.Apreensão","Tipo.de.local","Em.trânsito","EntVolunt","Ação","Coletivo","Cidade","UF","Região","Bioma","Defaunation","Latitude","Longitude","Código.municipio","Qtd","Grupo","Família","Espécie","Nome.comum","Species.family._weigth","Morto","ErroPreenchimento","IUCN","IBAMA","CITES.SP","CITES.FA","standard_city.x","state.x","Ano","Municipality","state.y","hunting.probability","Biome","Long","Lat","distance","dist_new","size","HPD","HDI","POV","Native_cover_1985","Native_cover_2018","natural.habitat","GLN","defaunation","roads","rivers","PA.proximity","gun.proxy","L.votes","B.votes","lights","elevation","veg.height","biomass.AG","phone.cover.area","phone.cover","HPI","phone.cover.cat","abund_log","biomass_log","hunting_prob_soc","hunting_prob_geo","hunting_prob_env","hunting.prob.calc","PRF_ratio","ratio_roads","standard_city.y"
"11",1100205,1788,"12/08/2020 15:30","vr",1,"0",1,"1","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,1,"ma","Cuniculidae","Cuniculus paca / Paca"," Paca",8.17,"CA","Não lançou a apreensão","LC","LC","III","","Porto Velho","RO",2020,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"12",1100205,1505,"21/08/2019 20:00","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,2,"av","Cracidae","Crax fasciolata / Mutum-de-penacho","",NA,"CA","Não lançou a apreensão","VU","LC","","","Porto Velho","RO",2019,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"13",1100205,3364,"25/04/2023 22:10","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,1,"ma","Cuniculidae","Cuniculus paca / Paca"," Paca",8.17,"CA","","LC","LC","III","","Porto Velho","RO",2023,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"14",1100205,2440,"01/02/2021 00:20","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,1,"ma","Tayassuidae","NULL","",32.23,"CA","Não lançou a apreensão","NULL","NULL","NULL","II","Porto Velho","RO",2021,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"15",1100205,1687,"16/08/2020 14:00","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,1,"ma","Cuniculidae","Cuniculus paca / Paca"," Paca",8.17,"CA","Lançou como alimento","LC","LC","III","","Porto Velho","RO",2020,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"16",1100205,2077,"03/01/2021 18:00","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,1,"ma","Dasypodidae / Chlamyphoridae","NULL","",4.2,"CA","","NULL","NULL","NULL","","Porto Velho","RO",2021,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"17",1100205,1885,"07/06/2020 22:30","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,1,"ma","Dasypodidae / Chlamyphoridae","NULL","",4.2,"CA","","NULL","NULL","NULL","","Porto Velho","RO",2020,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"18",1100205,1827,"19/07/2020 09:30","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,1,"ma","Cuniculidae","Cuniculus paca / Paca"," Paca",8.17,"CA","","LC","LC","III","","Porto Velho","RO",2020,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"19",1100205,1505,"21/08/2019 20:00","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,1,"ma","NULL","NULL"," Mutum-de-penacho",3,"CA","Não lançou a apreensão","NULL","NULL","NULL","NULL","Porto Velho","RO",2019,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"20",1100205,1926,"02/05/2020 21:14","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,1,"ma","Cuniculidae","Cuniculus paca / Paca"," Paca",8.17,"CA","","LC","LC","III","","Porto Velho","RO",2020,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"21",1100205,3540,"10/07/2023 22:15","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,1,"av","Tinamidae","NULL","",1.8,"CA","","NULL","NULL","NULL","","Porto Velho","RO",2023,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"22",1100205,2075,"21/02/2021 04:30","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,1,"ma","Dasypodidae / Chlamyphoridae","NULL","",4.2,"CA","","NULL","NULL","NULL","","Porto Velho","RO",2021,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"23",1100205,3540,"10/07/2023 22:15","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,1,"ma","Dasypodidae / Chlamyphoridae","Dasypus novemcinctus / Tatu-galinha"," Tatu-galinha",4.2,"CA","","LC","LC","","","Porto Velho","RO",2023,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"24",1100205,1505,"21/08/2019 20:00","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,200,"re","Podocnemididae","Podocnemis unifilis / Tracajá"," Tracajá",4.5,"CA","Não lançou a apreensão","VU","NT","II","","Porto Velho","RO",2019,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"25",1100205,3540,"10/07/2023 22:15","vr",1,"0",1,"0","Porto Velho","RO","Norte","Amazônia",0.617523354,0,0,0,1,"ma","Cuniculidae","Cuniculus paca / Paca"," Paca",8.17,"CA","","LC","LC","III","","Porto Velho","RO",2023,"Porto_Velho-RO","RO",1,"Amazonia",-6430681433,-9153592827,182771295,1988873406,34090952,0.016102572,0.495,26.09,3253814911,2393045449,0.701959115,-8607694616,0.617523354,832217612,5628843849,7557477253,26558,0.349489796,0.650510204,1297602826,1193886317,187551342,2281691926,4270686374,9043421515,0.405011289,"larger than 75%",0.78428722,2384516701,6024218673,1879231584,2302915455,0.213972374,7038461538,0.008457477,"Porto Velho"
"26",1100304,1488,"24/08/2019 16:30","vr",1,"0",1,"0","Vilhena","RO","Norte","Amazônia",0.50890024,0,0,0,2,"re","Alligatoridae","NULL","",35,"CA","Lançou como alimento","NULL","NULL","NULL","II","Vilhena","RO",2019,"Vilhena-RO","RO",1,"Amazonia",-6024842048,-1209562189,181950393,1890548402,11699.15,8933725954,0.498,25.81,1118691162,9912682039,0.847299337,-1274229586,0.50890024,2889997345,2364662103,2155373046,30656,0.225693874,0.774306126,1315731974,4104544416,1793073887,2007742204,2336727906,9525929203,0.356556429,"larger than 75%",0.821945956,2380765237,6518397137,6451522,220597893,0.073669583,7038461538,0.024354561,"Vilhena"
"27",1100304,893,"13/12/2018 16:10","vr",1,"NULL",1,"NULL","Vilhena","RO","Norte","Amazônia",0.50890024,0,0,0,2,"re","Testudinidae","Chelonoidis carbonaria / Jabuti-piranga"," Jabuti-piranga",12,"CA","",NA,"LC","II","II","Vilhena","RO",2018,"Vilhena-RO","RO",1,"Amazonia",-6024842048,-1209562189,181950393,1890548402,11699.15,8933725954,0.498,25.81,1118691162,9912682039,0.847299337,-1274229586,0.50890024,2889997345,2364662103,2155373046,30656,0.225693874,0.774306126,1315731974,4104544416,1793073887,2007742204,2336727906,9525929203,0.356556429,"larger than 75%",0.821945956,2380765237,6518397137,6451522,220597893,0.073669583,7038461538,0.024354561,"Vilhena"
"28",1100304,4656,"07/11/2024 14:20","vr",1,"0",1,"0","Vilhena","RO","Norte","Amazônia",0.50890024,0,0,0,7,"re","Podocnemididae","Podocnemis unifilis / Tracajá"," Tracajá",4.5,"CA","","VU","NT","II","","Vilhena","RO",2024,"Vilhena-RO","RO",1,"Amazonia",-6024842048,-1209562189,181950393,1890548402,11699.15,8933725954,0.498,25.81,1118691162,9912682039,0.847299337,-1274229586,0.50890024,2889997345,2364662103,2155373046,30656,0.225693874,0.774306126,1315731974,4104544416,1793073887,2007742204,2336727906,9525929203,0.356556429,"larger than 75%",0.821945956,2380765237,6518397137,6451522,220597893,0.073669583,7038461538,0.024354561,"Vilhena"
"29",1100304,936,"20/12/2020 15:00","vr",1,"0",1,"0","Vilhena","RO","Norte","Amazônia",0.50890024,0,0,0,1,"ma","NULL","NULL","",NA,"CA","Lançou como alimento","NULL","NULL","NULL","NULL","Vilhena","RO",2020,"Vilhena-RO","RO",1,"Amazonia",-6024842048,-1209562189,181950393,1890548402,11699.15,8933725954,0.498,25.81,1118691162,9912682039,0.847299337,-1274229586,0.50890024,2889997345,2364662103,2155373046,30656,0.225693874,0.774306126,1315731974,4104544416,1793073887,2007742204,2336727906,9525929203,0.356556429,"larger than 75%",0.821945956,2380765237,6518397137,6451522,220597893,0.073669583,7038461538,0.024354561,"Vilhena"
"30",1100338,1935,"29/04/2020 00:30","vr",1,"0",1,"0","Nova Mamoré","RO","Norte","Amazônia",0.581384428,0,0,0,2,"ma","Cuniculidae","Cuniculus paca / Paca"," Paca",8.17,"CA","","LC","LC","III","","Nova Mamoré","RO",2020,"Nova_Mamoré-RO","RO",1,"Amazonia",-6462909952,-1038216746,205621945,2103546189,10070.49,3195872296,0.336,55.94,9709126602,6389713424,0.634498761,-3319413178,0.581384428,0,314667471,1015539749,19398,0.220757449,0.779242551,1052006832,2045111036,1721048504,2094738886,1427244392,4320309458,0.38459359,"lower than 50%",0.760104288,226814224,6538102755,5553918614,2121287883,0.063455697,7038461538,0,"Nova Mamoré"
"31",1101492,2061,"06/09/2021 16:25","vr",1,"0",1,"0","São Francisco do Guaporé","RO","Norte","Amazônia",0.519875107,0,0,0,4,"re","Alligatoridae","NULL","",35,"CA","","NULL","NULL","NULL","II","São Francisco Do Guaporé","RO",2021,"São_Francisco_do_Guaporé-RO","RO",0,"Amazonia",-6312211265,-1236868778,201537182,2140637005,10959767,1924128497,0.298,71.86,1086123645,8448150569,0.770833045,-2413085879,0.519875107,1440694917,118400256,3361001923,17548,0.282732865,0.717267135,118400936,1726470229,13371234,1569116213,1647171296,5534854262,0.351692298,"from 50% to 75%",0.789795907,2395690115,6290704332,6044025847,1669849549,0.068973389,7038461538,0.048854629,"São Francisco Do Guaporé"
"32",1200013,1882,"12/06/2020 21:45","vr",1,"0",1,"0","Acrelândia","AC","Norte","Amazônia",0.500711384,0,0,0,2,"ma","Cuniculidae","Cuniculus paca / Paca"," Paca",8.17,"CA","","LC","LC","III","","Acrelândia","AC",2020,"Acrelândia-AC","AC",0,"Amazonia",-669501677,-9933934858,216621854,2272827874,1811613,8677901958,0.247,55.59,1728513614,6332753805,0.349564383,-1095238234,0.500711384,1296625465,6212177074,1092495428,22962,0.215434558,0.784565442,1248095238,1648342644,7637639384,155824295,9705250395,5377654541,0.315628991,"from 50% to 75%",0.803868176,2956005681,6559351096,1002203733,995664827,0.011581404,4545454545,0.035056033,"Acrelândia"
"33",1200013,1830,"18/08/2020 09:23","vr",1,"0",1,"0","Acrelândia","AC","Norte","Amazônia",0.500711384,0,0,0,1,"ma","NULL","NULL","",NA,"CA","","NULL","NULL","NULL","NULL","Acrelândia","AC",2020,"Acrelândia-AC","AC",0,"Amazonia",-669501677,-9933934858,216621854,2272827874,1811613,8677901958,0.247,55.59,1728513614,6332753805,0.349564383,-1095238234,0.500711384,1296625465,6212177074,1092495428,22962,0.215434558,0.784565442,1248095238,1648342644,7637639384,155824295,9705250395,5377654541,0.315628991,"from 50% to 75%",0.803868176,2956005681,6559351096,1002203733,995664827,0.011581404,4545454545,0.035056033,"Acrelândia"
"34",1200013,1830,"18/08/2020 09:23","vr",1,"0",1,"0","Acrelândia","AC","Norte","Amazônia",0.500711384,0,0,0,4,"ma","Cuniculidae","Cuniculus paca / Paca","",1.25,"CA","","LC","LC","III","","Acrelândia","AC",2020,"Acrelândia-AC","AC",0,"Amazonia",-669501677,-9933934858,216621854,2272827874,1811613,8677901958,0.247,55.59,1728513614,6332753805,0.349564383,-1095238234,0.500711384,1296625465,6212177074,1092495428,22962,0.215434558,0.784565442,1248095238,1648342644,7637639384,155824295,9705250395,5377654541,0.315628991,"from 50% to 75%",0.803868176,2956005681,6559351096,1002203733,995664827,0.011581404,4545454545,0.035056033,"Acrelândia"
"35",1200013,1830,"18/08/2020 09:23","vr",1,"0",1,"0","Acrelândia","AC","Norte","Amazônia",0.500711384,0,0,0,1,"av","Cracidae","NULL"," Paca",8.17,"CA","","NULL","NULL","NULL","","Acrelândia","AC",2020,"Acrelândia-AC","AC",0,"Amazonia",-669501677,-9933934858,216621854,2272827874,1811613,8677901958,0.247,55.59,1728513614,6332753805,0.349564383,-1095238234,0.500711384,1296625465,6212177074,1092495428,22962,0.215434558,0.784565442,1248095238,1648342644,7637639384,155824295,9705250395,5377654541,0.315628991,"from 50% to 75%",0.803868176,2956005681,6559351096,1002203733,995664827,0.011581404,4545454545,0.035056033,"Acrelândia"
"36",1200104,3482,"13/05/2023 23:30","vr",1,"0",1,"0","Brasiléia","AC","Norte","Amazônia",0.509180257,0,0,0,1,"ma","Cuniculidae","Cuniculus paca / Paca"," Paca",8.17,"CA","","LC","LC","III","","Brasiléia","AC",2023,"Brasiléia-AC","AC",1,"Amazonia",-6920747773,-1074737378,240504625,2527805511,3928174,6904734872,0.336,63.85,3575418241,2645362174,0.673433044,-9300560672,0.509180257,2431134247,1212702373,4094466188,13354,0.292081765,0.707918235,1187637969,2733053173,173954571,2352291978,1987170925,6763392256,0.403390033,"from 50% to 75%",0.825477813,2767219494,6253384643,2168703997,2143037823,0.024969825,4545454545,0.018696847,"Brasiléia"
"37",1200401,1498,"23/07/2019 23:13","vr",1,"0",1,"0","Rio Branco","AC","Norte","Amazônia",0.541023447,0,0,0,4,"ma","Dasypodidae / Chlamyphoridae","NULL"," Paca",8.17,"CA","","NULL","NULL","NULL","","Rio Branco","AC",2019,"Rio_Branco-AC","AC",1,"Amazonia",-6837106195,-1006613495,226260353,2409575913,8835154,4747534678,0.485,32.78,7963908368,6252889967,0.707728464,-1711018401,0.541023447,3971786359,7272905286,9214279478,45814,0.275836198,0.724163802,1946168959,2079434964,1721977335,2459940259,7716198277,9626468881,0.386189006,"larger than 75%",0.845931474,258570904,6318235,4873087884,2122380049,0.055713238,4545454545,0.011444358,"Rio Branco"
